User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders, Amount 
1001790,Hemangi,P00352842,F,26-35,35,1,Uttar Pradesh,Central,Aviation,Footwear & Shoes,1," $16,851 "
1002334,Moumita,P00252542,M,55+,86,1,Maharashtra,Western,Hospitality,Tupperware,1," $16,843 "
1003237,Roach,P00110042,M,36-45,45,1,Andhra Pradesh,Southern,Chemical,Footwear & Shoes,3," $16,842 "
1003237,Roach,P00110042,M,36-45,45,1,Delhi,Central,Chemical,Footwear & Shoes,4," $16,842 "
1004729,Aayushi,P00326842,M,51-55,54,1,Maharashtra,Western,Hospitality,Footwear & Shoes,1," $16,842 "
1006001,Halladay,P00127742,M,26-35,32,0,Bihar,Eastern,Agriculture,Tupperware,1," $16,837 "
1005969,Hallsten,P00319342,F,46-50,50,1,Madhya Pradesh,Central,Aviation,Footwear & Shoes,1," $16,837 "
1005645,Mohan,P00274242,F,26-35,29,1,Uttar Pradesh,Central,Food Processing,Footwear & Shoes,4," $16,836 "
1001266,Emily,P00084442,F,26-35,28,0,Karnataka,Southern,Hospitality,Footwear & Shoes,2," $16,835 "
1000563,Rosenberg,P00121042,F,26-35,31,0,Karnataka,Southern,Automobile,Footwear & Shoes,3," $16,835 "
1002678,Sabah,P00251242,F,26-35,31,1,Delhi,Central,IT Sector,Footwear & Shoes,2," $16,834 "
1000711,McNair,P00270942,F,26-35,27,0,Delhi,Central,Media,Footwear & Shoes,1," $16,832 "
1004115,Barreto,P00255942,F,26-35,33,0,Karnataka,Southern,Automobile,Footwear & Shoes,3," $16,832 "
1004257,Hackney,P00255942,M,51-55,52,1,Delhi,Central,Food Processing,Stationery,4," $16,829 "
1005597,Brittain,P00010842,M,18-25,21,1,Maharashtra,Western,IT Sector,Footwear & Shoes,1," $16,828 "
1002389,Aayush,P00348542,F,26-35,33,0,Delhi,Central,Healthcare,Footwear & Shoes,4," $16,827 "
1004343,Swetlana,P00162442,F,26-35,33,1,Karnataka,Southern,Textile,Footwear & Shoes,1," $16,822 "
1004894,Kanak,P00155442,F,36-45,40,0,Delhi,Central,Textile,Footwear & Shoes,1," $16,818 "
1005100,Spruell,P00112142,M,51-55,52,0,Madhya Pradesh,Central,Chemical,Footwear & Shoes,1," $16,818 "
1001298,Siddharth,P00000842,F,36-45,44,0,Maharashtra,Western,Healthcare,Footwear & Shoes,2," $16,818 "
1003261,Carter,P00208942,F,46-50,46,1,Delhi,Central,IT Sector,Footwear & Shoes,4," $16,817 "
1004403,Dartt,P00010742,F,26-35,30,0,Karnataka,Southern,Aviation,Footwear & Shoes,2," $16,813 "
1001117,Helen,P00130642,F,18-25,20,1,Uttar Pradesh,Central,Govt,Tupperware,3," $16,812 "
1004947,Suman,P00150542,F,36-45,39,0,Gujarat,Western,Automobile,Tupperware,4," $16,811 "
1000195,Daly,P00184842,M,26-35,29,0,Jharkhand,Eastern,Govt,Footwear & Shoes,4," $16,807 "
1001176,Alice,P00128942,M,55+,92,0,Uttar Pradesh,Central,Media,Footwear & Shoes,4," $16,805 "
1003041,Mitali,P00270242,F,26-35,31,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4," $16,804 "
1002793,Aniket,P00148342,F,36-45,40,1,Delhi,Central,IT Sector,Footwear & Shoes,3," $16,799 "
1002753,Mathis,P00117842,M,51-55,54,1,Maharashtra,Western,Lawyer,Footwear & Shoes,1," $16,799 "
1004404,Rittenbach,P00026742,F,26-35,33,1,Karnataka,Southern,Banking,Footwear & Shoes,1," $16,797 "
1000922,Pisteka,P00116142,M,55+,87,0,Kerala,Southern,Agriculture,Footwear & Shoes,2," $16,795 "
1003346,Pete,P00177542,F,36-45,36,0,Delhi,Central,Hospitality,Footwear & Shoes,4," $16,794 "
1005010,Prajakta,P00341342,F,46-50,49,1,Delhi,Central,Banking,Stationery,3," $16,794 "
1006000,Weirich,P00187342,F,46-50,46,1,Delhi,Central,IT Sector,Footwear & Shoes,1," $16,792 "
1004171,Brian,P00117942,M,55+,89,0,Uttar Pradesh,Central,Govt,Footwear & Shoes,1," $16,792 "
1000231,Schild,P00117942,F,26-35,31,0,Karnataka,Southern,Food Processing,Footwear & Shoes,1," $16,790 "
1002909,Debra,P00196842,M,26-35,29,1,Maharashtra,Western,Healthcare,Footwear & Shoes,3," $16,789 "
1003557,Craven,P00183342,F,18-25,22,1,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,1," $16,788 "
1000148,Rutuja,P00289442,M,51-55,55,0,Bihar,Eastern,Hospitality,Footwear & Shoes,3," $16,787 "
1004291,Meade,P00221842,M,36-45,39,0,Uttarakhand,Central,Food Processing,Footwear & Shoes,4," $16,787 "
1003261,Carter,P00005142,F,46-50,49,0,Karnataka,Southern,Food Processing,Footwear & Shoes,2," $16,785 "
1002376,Brosina,P00072542,F,26-35,31,1,Maharashtra,Western,Banking,Footwear & Shoes,2," $16,785 "
1001685,Bradley,P00091842,F,36-45,36,0,Maharashtra,Western,Media,Footwear & Shoes,4," $16,784 "
1001146,Shivam,P00026042,M,18-25,23,1,Jharkhand,Eastern,Chemical,Footwear & Shoes,1," $16,783 "
1002491,Soumyabrata,P00233942,F,36-45,41,0,Karnataka,Southern,Construction,Footwear & Shoes,3," $16,781 "
1005653,Dortch,P00200342,F,51-55,52,0,Karnataka,Southern,Chemical,Footwear & Shoes,2," $16,778 "
1005230,Divsha,P00029942,F,26-35,32,0,Delhi,Central,Aviation,Footwear & Shoes,2," $16,776 "
1004977,Mary,P00112542,F,26-35,26,1,Karnataka,Southern,Aviation,Footwear & Shoes,1," $16,776 "
1003882,Inderpreet,P00293342,M,55+,68,0,Uttarakhand,Central,Lawyer,Footwear & Shoes,3," $16,776 "
1005726,Braxton,P00111542,F,26-35,33,1,Maharashtra,Western,Aviation,Footwear & Shoes,1," $16,775 "
1002494,Hazel,P00015542,F,18-25,20,0,Delhi,Central,IT Sector,Footwear & Shoes,2," $16,774 "
1004995,Bharat,P00015942,F,51-55,55,1,Delhi,Central,Lawyer,Stationery,3," $16,773 "
1000204,Tejeswini,P00037242,F,26-35,35,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2," $16,772 "
1000667,Shourya,P00125342,F,26-35,29,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,3," $16,767 "
1005838,Bensley,P00276342,M,46-50,48,0,Bihar,Eastern,Healthcare,Footwear & Shoes,1," $16,766 "
1005838,Bensley,P00276342,M,46-50,48,0,Delhi,Central,Healthcare,Footwear & Shoes,2," $16,766 "
1001706,Ralph,P00167942,F,26-35,32,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3," $16,766 "
1005648,Carol,P00295342,F,26-35,28,0,Delhi,Central,Govt,Footwear & Shoes,1," $16,765 "
1000305,Mitch,P00194242,M,18-25,23,0,Haryana,Northern,Aviation,Tupperware,2," $16,761 "
1004406,Jenna,P00263442,F,26-35,26,1,Karnataka,Southern,Healthcare,Footwear & Shoes,1," $16,760 "
1003618,Keshav,P00192542,M,18-25,19,1,Uttar Pradesh,Central,Govt,Footwear & Shoes,3," $16,760 "
1000245,Dortch,P00200642,F,36-45,45,0,Delhi,Central,Banking,Footwear & Shoes,2," $16,758 "
1000298,Preis,P00328342,M,18-25,23,1,Karnataka,Southern,Chemical,Tupperware,3," $16,753 "
1001202,Diwakar,P00147942,F,36-45,44,1,Delhi,Central,IT Sector,Footwear & Shoes,4," $16,751 "
1003272,Pinky,P00251242,M,36-45,38,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,2," $16,749 "
1001041,Schnelling,P00080342,F,46-50,46,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3," $16,747 "
1004409,Parks,P00280442,F,26-35,28,1,Karnataka,Southern,Aviation,Footwear & Shoes,1," $16,745 "
1005466,Sean,P00033342,F,26-35,33,1,Karnataka,Southern,Banking,Footwear & Shoes,3," $16,732 "
1004042,Phillina,P00251242,M,36-45,37,1,Karnataka,Southern,Banking,Footwear & Shoes,4," $16,732 "
1002701,Swati,P00194642,F,46-50,49,1,Maharashtra,Western,Textile,Tupperware,4," $16,732 "
1001298,Siddharth,P00128042,F,36-45,44,1,Delhi,Central,Banking,Footwear & Shoes,3," $16,727 "
1001941,Gopal,P00180342,M,36-45,26,1,Karnataka,Southern,Aviation,Footwear & Shoes,1," $16,726 "
1001279,Hitesh,P00165842,F,36-45,43,1,Delhi,Central,Food Processing,Footwear & Shoes,2," $16,724 "
1001440,Eno,P00361842,F,36-45,43,0,Kerala,Southern,Media,Tupperware,1," $16,724 "
1004480,Sally,P00044442,F,26-35,28,1,Karnataka,Southern,Aviation,Footwear & Shoes,3," $16,721 "
1005026,Stuti,P00289042,F,26-35,34,1,Maharashtra,Western,Aviation,Footwear & Shoes,4," $16,720 "
1000331,Bhargav,P00208042,F,26-35,33,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3," $16,719 "
1003469,Schoenberger,P00130742,F,46-50,47,1,Karnataka,Southern,Lawyer,Footwear & Shoes,1," $16,717 "
1004819,Swetha,P00326742,F,36-45,37,0,Madhya Pradesh,Central,Chemical,Footwear & Shoes,4," $16,716 "
1002048,Bell-,P00192842,F,51-55,54,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,4," $16,716 "
1001881,Fortune-,P00302442,F,36-45,41,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,2," $16,716 "
1004161,Murray,P00093542,F,46-50,50,0,Delhi,Central,Aviation,Footwear & Shoes,1," $16,715 "
1005443,Savely,P00182142,F,26-35,32,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2," $16,715 "
1003232,Pauline,P00000142,F,36-45,43,1,Uttar Pradesh,Central,Chemical,Tupperware,2," $16,713 "
1003626,Kartik,P00034442,F,26-35,34,0,Madhya Pradesh,Central,Hospitality,Footwear & Shoes,3," $16,711 "
1001632,Mills,P00347342,F,26-35,27,1,Delhi,Central,Food Processing,Footwear & Shoes,4," $16,710 "
1002676,Jitesh,P00191042,F,55+,87,1,Gujarat,Western,Aviation,Furniture,3," $16,709 "
1002645,Caroline,P00207442,F,26-35,26,0,Madhya Pradesh,Central,Agriculture,Footwear & Shoes,4," $16,707 "
1003017,Adrian,P00033342,M,36-45,40,1,Uttar Pradesh,Central,Hospitality,Furniture,3," $16,706 "
1002295,Campbell,P00262242,F,46-50,50,1,Uttar Pradesh,Central,Hospitality,Furniture,2," $16,706 "
1002162,Butterfield,P00192942,M,0-17,16,0,Maharashtra,Western,Media,Stationery,3," $16,705 "
1002972,Hane,P00161442,M,26-35,35,0,Uttarakhand,Central,Media,Footwear & Shoes,1," $16,704 "
1002143,Robert,P00066642,F,18-25,18,1,Himachal Pradesh,Northern,Lawyer,Furniture,4," $16,701 "
1005021,Patel,P00260042,F,51-55,52,1,Karnataka,Southern,Banking,Footwear & Shoes,1," $16,701 "
1004425,Indulekha,P00246142,F,36-45,44,0,Maharashtra,Western,Banking,Tupperware,1," $16,698 "
1005026,Stuti,P00032442,F,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,4," $16,693 "
1003031,Foster,P00321742,F,18-25,23,1,Gujarat,Western,Retail,Furniture,1," $16,692 "
1003356,Fuller,P00025442,M,36-45,41,1,Maharashtra,Western,Lawyer,Footwear & Shoes,2," $16,692 "
1002774,Vijay,P00209342,F,26-35,31,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,1," $16,691 "
1002413,Anna,P00118642,M,55+,61,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1," $16,687 "
1003526,Kartikay,P00296242,F,36-45,45,0,Delhi,Central,Govt,Footwear & Shoes,2," $16,685 "
1004496,Brockman,P00034442,F,46-50,47,0,Maharashtra,Western,Retail,Footwear & Shoes,3," $16,685 "
1003823,Denise,P00138542,M,55+,91,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4," $16,685 "
1004626,Soumyabrata,P00029742,M,26-35,26,0,Karnataka,Southern,Food Processing,Footwear & Shoes,4," $16,684 "
1002946,Ellis,P00320742,F,36-45,39,1,Delhi,Central,Hospitality,Footwear & Shoes,1," $16,681 "
1003476,Lalita,P00284742,F,51-55,53,0,Karnataka,Southern,IT Sector,Footwear & Shoes,3," $16,681 "
1002414,McFarland,P00174442,F,26-35,27,0,Uttar Pradesh,Central,Retail,Footwear & Shoes,4," $16,681 "
1004908,Redmond,P00305142,F,36-45,42,0,Karnataka,Southern,Automobile,Footwear & Shoes,3," $16,674 "
1005468,Kshitij,P00329442,F,26-35,35,0,Delhi,Central,Retail,Stationery,2," $16,673 "
1000767,Dave,P00249542,F,26-35,35,1,Delhi,Central,IT Sector,Footwear & Shoes,1," $16,672 "
1004303,Jane,P00113242,F,26-35,31,0,Karnataka,Southern,Aviation,Footwear & Shoes,2," $16,671 "
1003922,Stuart,P00000242,F,18-25,20,1,Maharashtra,Western,Govt,Furniture,4," $16,671 "
1004964,Ameesha,P00113342,F,36-45,36,0,Karnataka,Southern,Banking,Footwear & Shoes,2," $16,669 "
1003032,Matthias,P00126242,M,26-35,31,0,Uttar Pradesh,Central,Construction,Furniture,3," $16,669 "
1000604,Pistek,P00240142,F,46-50,47,0,Bihar,Eastern,IT Sector,Furniture,1," $16,665 "
1004215,Lycoris,P00227142,F,26-35,34,0,Delhi,Central,Media,Footwear & Shoes,3," $16,664 "
1003827,Barton,P00102142,F,51-55,52,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,3," $16,664 "
1001962,Bryan,P00117442,M,18-25,22,1,Uttar Pradesh,Central,IT Sector,Furniture,1," $16,664 "
1000515,DeCherney,P00102342,F,26-35,33,1,Delhi,Central,IT Sector,Footwear & Shoes,4," $16,663 "
1000075,Ted,P00137642,M,0-17,15,0,Uttar Pradesh,Central,Govt,Furniture,1," $16,662 "
1001332,Flanagan,P00002142,F,26-35,28,0,Maharashtra,Western,Aviation,Furniture,4," $16,658 "
1002059,Mathew,P00253142,M,36-45,45,1,Delhi,Central,Media,Footwear & Shoes,4," $16,655 "
1003841,Philip,P00340942,F,46-50,47,0,Karnataka,Southern,Media,Footwear & Shoes,2," $16,655 "
1001053,Sanjit,P00254842,F,36-45,44,1,Karnataka,Southern,Govt,Footwear & Shoes,1," $16,654 "
1003526,Kartikay,P00102942,F,36-45,39,0,Delhi,Central,Media,Stationery,3," $16,651 "
1004482,Gillingham,P00150542,M,36-45,43,0,Andhra Pradesh,Southern,Healthcare,Footwear & Shoes,2," $16,649 "
1005630,Divyeshkumar,P00216142,F,36-45,44,0,Delhi,Central,Healthcare,Footwear & Shoes,1," $16,649 "
1003483,Dryer,P00173942,M,46-50,49,1,Uttar Pradesh,Central,Healthcare,Furniture,3," $16,649 "
1000889,Parth,P00119042,F,46-50,48,0,Delhi,Central,Banking,Footwear & Shoes,1," $16,643 "
1001749,Glassco,P00067842,F,26-35,35,1,Karnataka,Southern,Media,Footwear & Shoes,3," $16,643 "
1001264,McGuire,P00140742,F,26-35,35,0,Karnataka,Southern,Banking,Footwear & Shoes,2," $16,643 "
1001413,Nguyen,P00370342,F,18-25,18,0,Kerala,Southern,Govt,Furniture,2," $16,637 "
1002330,Sumeet,P00244042,M,46-50,47,0,Uttar Pradesh,Central,Automobile,Footwear & Shoes,4," $16,636 "
1002117,Shirley,P00089542,M,55+,77,0,Uttar Pradesh,Central,Automobile,Footwear & Shoes,1," $16,636 "
1001865,Cyra,P00224942,M,18-25,20,0,Karnataka,Southern,IT Sector,Furniture,4," $16,634 "
1002857,Sukant,P00237242,F,26-35,29,1,Kerala,Southern,Food Processing,Furniture,1," $16,633 "
1005812,Chikku,P00266642,M,26-35,28,0,Bihar,Eastern,Healthcare,Footwear & Shoes,2," $16,631 "
1003336,Vipul,P00124242,F,36-45,37,0,Delhi,Central,IT Sector,Footwear & Shoes,3," $16,630 "
1002203,Anand,P00211042,F,46-50,47,1,Rajasthan,Northern,Construction,Furniture,3," $16,627 "
1003808,Vishakha,P00245642,F,26-35,34,0,Maharashtra,Western,Aviation,Footwear & Shoes,1," $16,626 "
1005654,Fred,P00238542,F,26-35,26,0,Uttar Pradesh,Central,Aviation,Stationery,4," $16,624 "
1004673,Lee,P00100642,M,36-45,43,1,Delhi,Central,Govt,Stationery,2," $16,623 "
1002544,Oshin,P00368642,F,46-50,47,1,Maharashtra,Western,Automobile,Furniture,4," $16,622 "
1005159,Kasheen,P00334242,F,36-45,42,1,Delhi,Central,Banking,Footwear & Shoes,4," $16,620 "
1002918,Neoma,P00256642,M,26-35,32,0,Madhya Pradesh,Central,Textile,Footwear & Shoes,1," $16,620 "
1002053,Sauptik,P00302642,M,46-50,47,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,1," $16,618 "
1001357,Julie,P00198342,F,46-50,48,0,Madhya Pradesh,Central,Banking,Footwear & Shoes,1," $16,616 "
1002030,Mitchum,P00192242,M,26-35,29,1,Kerala,Southern,Govt,Furniture,3," $16,614 "
1000326,Jonathan,P00113942,F,51-55,53,1,Madhya Pradesh,Central,Banking,Furniture,2," $16,614 "
1002234,Barnett,P00177142,M,55+,85,0,Uttar Pradesh,Central,Banking,Footwear & Shoes,3," $16,614 "
1000579,Lee,P00125942,F,26-35,32,1,Jharkhand,Eastern,Automobile,Furniture,2," $16,613 "
1005046,Derr,P00215642,F,26-35,27,1,Karnataka,Southern,Healthcare,Footwear & Shoes,3," $16,613 "
1001835,Jamie,P00219542,F,26-35,35,0,Karnataka,Southern,Textile,Footwear & Shoes,4," $16,612 "
1004675,Barnett,P00010742,M,18-25,19,0,Maharashtra,Western,IT Sector,Furniture,1," $16,610 "
1001418,Moss,P00352142,F,18-25,21,1,Uttar Pradesh,Central,Aviation,Tupperware,1," $16,610 "
1005678,Ferguson,P00118242,F,36-45,38,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,2," $16,608 "
1004961,Sachs,P00271442,F,26-35,30,0,Karnataka,Southern,Banking,Footwear & Shoes,2," $16,606 "
1003304,Rosenberg,P00209742,M,46-50,47,0,Karnataka,Southern,Chemical,Furniture,3," $16,604 "
1004408,Harsh,P00286042,M,46-50,46,0,Madhya Pradesh,Central,Hospitality,Furniture,2," $16,599 "
1000446,Eaton,P00031142,M,51-55,51,0,Maharashtra,Western,Hospitality,Furniture,3," $16,599 "
1002888,Corey-Lock,P00218142,F,26-35,26,0,Rajasthan,Northern,Healthcare,Furniture,3," $16,598 "
1002581,Patterson,P00293742,F,26-35,32,1,Madhya Pradesh,Central,Govt,Footwear & Shoes,2," $16,597 "
1000388,Trevino,P00117942,M,26-35,32,0,Karnataka,Southern,Hospitality,Furniture,4," $16,596 "
1002941,Bavinger,P00254242,F,36-45,41,0,Karnataka,Southern,Aviation,Footwear & Shoes,1," $16,595 "
1000924,Prichep,P00295942,F,51-55,54,0,Karnataka,Southern,Aviation,Footwear & Shoes,4," $16,595 "
1001688,Darren,P00070942,M,18-25,24,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,3," $16,593 "
1005322,Kunitz,P00286542,M,36-45,44,1,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,2," $16,592 "
1002995,Wener,P00006942,F,26-35,31,0,Gujarat,Western,IT Sector,Furniture,3," $16,588 "
1003492,Seite,P00113042,F,36-45,41,1,Karnataka,Southern,Govt,Footwear & Shoes,1," $16,588 "
1001721,Ankita,P00194442,F,18-25,25,1,Bihar,Eastern,Retail,Furniture,1," $16,587 "
1004788,Bern,P00119742,F,36-45,42,0,Delhi,Central,Aviation,Footwear & Shoes,1," $16,585 "
1000238,DeMoss,P00175942,M,51-55,53,1,Andhra Pradesh,Southern,Chemical,Footwear & Shoes,1," $16,581 "
1000238,DeMoss,P00175942,M,51-55,53,1,Gujarat,Western,Chemical,Footwear & Shoes,1," $16,581 "
1003735,Soodesh,P00260042,F,26-35,35,0,Karnataka,Southern,Media,Footwear & Shoes,3," $16,579 "
1004562,Burns,P00268442,F,36-45,39,0,Karnataka,Southern,Aviation,Footwear & Shoes,2," $16,578 "
1003288,McClure,P00058042,F,26-35,30,1,Uttar Pradesh,Central,Agriculture,Footwear & Shoes,1," $16,578 "
1000996,Syed,P00221542,F,26-35,30,0,Rajasthan,Northern,Retail,Furniture,3," $16,577 "
1000391,Dana,P00090942,F,46-50,48,0,Kerala,Southern,Automobile,Furniture,2," $16,576 "
1004980,Rob,P00193242,F,26-35,30,0,Karnataka,Southern,Banking,Footwear & Shoes,4," $16,574 "
1004682,Vishakha,P00324942,F,26-35,28,1,Delhi,Central,Govt,Footwear & Shoes,4," $16,573 "
1004054,Hitesh,P00123842,F,36-45,42,0,Uttar Pradesh,Central,Hospitality,Footwear & Shoes,2," $16,569 "
1005698,Rashmi,P00196342,F,36-45,39,0,Delhi,Central,Retail,Footwear & Shoes,3," $16,568 "
1000601,Knudson,P00042842,M,18-25,23,0,Uttar Pradesh,Central,Automobile,Furniture,4," $16,568 "
1003864,Blanton,P00121342,F,51-55,51,0,Delhi,Central,Banking,Footwear & Shoes,3," $16,567 "
1000885,Kasheen,P00192842,F,36-45,42,0,Maharashtra,Western,Aviation,Furniture,1," $16,566 "
1002627,Vaibhav,P00345742,F,26-35,31,1,Karnataka,Southern,Food Processing,Footwear & Shoes,1," $16,565 "
1003997,Kunst,P00201442,M,36-45,40,1,Maharashtra,Western,Aviation,Footwear & Shoes,2," $16,564 "
1000623,McGrath,P00219242,F,26-35,33,0,Uttar Pradesh,Central,Banking,Footwear & Shoes,1," $16,563 "
1005762,Yoseph,P00101042,M,36-45,43,0,Andhra Pradesh,Southern,Hospitality,Footwear & Shoes,2," $16,562 "
1003553,Tulika,P00074442,M,36-45,36,1,Uttar Pradesh,Central,Food Processing,Footwear & Shoes,1," $16,561 "
1004680,Ballard,P00052442,F,36-45,41,1,Karnataka,Southern,Lawyer,Footwear & Shoes,3," $16,560 "
1005378,Ritu,P00343042,F,36-45,39,1,Maharashtra,Western,Aviation,Footwear & Shoes,2," $16,560 "
1000670,Swetha,P00103342,F,26-35,31,1,Delhi,Central,Agriculture,Footwear & Shoes,1," $16,553 "
1004656,Häberlin,P00070942,F,26-35,27,1,Delhi,Central,Lawyer,Footwear & Shoes,1," $16,552 "
1004013,Michelle,P00142942,M,26-35,31,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2," $16,552 "
1003201,Sonal,P00245042,F,46-50,48,1,Delhi,Central,Automobile,Footwear & Shoes,2," $16,551 "
1003118,Dhirajendu,P00280342,F,26-35,29,0,Delhi,Central,Healthcare,Footwear & Shoes,1," $16,550 "
1003389,Vivek,P00145642,F,18-25,24,0,Kerala,Southern,Govt,Furniture,2," $16,550 "
1000611,Yogesh,P00329442,F,36-45,39,0,Uttarakhand,Central,Chemical,Tupperware,4," $16,549 "
1005107,Pratyusmita,P00046742,M,46-50,48,0,Andhra Pradesh,Southern,Hospitality,Footwear & Shoes,2," $16,548 "
1001836,Brian,P00344442,F,26-35,27,0,Maharashtra,Western,Media,Footwear & Shoes,2," $16,548 "
1002008,Pamela,P00309242,F,26-35,32,0,Maharashtra,Western,Retail,Footwear & Shoes,4," $16,548 "
1004022,Seth,P00288042,F,36-45,45,0,Delhi,Central,Agriculture,Footwear & Shoes,2," $16,544 "
1000033,Yaanvi,P00311442,M,46-50,47,0,Uttar Pradesh,Central,Banking,Furniture,4," $16,540 "
1003345,Jim,P00117942,F,26-35,30,0,Karnataka,Southern,Retail,Footwear & Shoes,4," $16,539 "
1003620,Catini,P00112842,F,26-35,28,0,Karnataka,Southern,Media,Footwear & Shoes,3," $16,537 "
1001546,Christopher,P00293242,F,26-35,31,0,Kerala,Southern,Chemical,Furniture,3," $16,534 "
1005111,Amisha,P00001442,F,36-45,37,0,Uttar Pradesh,Central,Hospitality,Tupperware,4," $16,533 "
1003589,Atkinson,P00177842,M,46-50,48,0,Madhya Pradesh,Central,Chemical,Furniture,1," $16,532 "
1000329,Shrichand,P00140742,F,36-45,44,1,Himachal Pradesh,Northern,Chemical,Furniture,4," $16,530 "
1000731,Raglin,P00021742,F,46-50,50,1,Delhi,Central,Hospitality,Footwear & Shoes,2," $16,527 "
1003321,Saphhira,P00275842,F,36-45,38,1,Karnataka,Southern,Govt,Footwear & Shoes,2," $16,527 "
1000271,Anne,P00117442,F,18-25,25,0,Uttar Pradesh,Central,Retail,Furniture,4," $16,525 "
1001367,Ellison,P00187442,F,26-35,29,0,Kerala,Southern,IT Sector,Furniture,2," $16,524 "
1002125,Noshiba,P00190742,F,36-45,38,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3," $16,522 "
1002154,Pippenger,P00051442,F,26-35,31,0,Madhya Pradesh,Central,Construction,Footwear & Shoes,4," $16,520 "
1001392,Andrew,P00271042,F,46-50,48,1,Karnataka,Southern,Lawyer,Footwear & Shoes,3," $16,518 "
1004322,Jason,P00132542,M,51-55,54,0,Uttar Pradesh,Central,Media,Furniture,2," $16,518 "
1003691,Bryan,P00081142,M,26-35,28,0,Uttarakhand,Central,Aviation,Furniture,2," $16,518 "
1000091,Raymond,P00189342,F,36-45,42,0,Karnataka,Southern,IT Sector,Footwear & Shoes,3," $16,517 "
1002764,Murray,P00278242,M,26-35,33,1,Karnataka,Southern,Govt,Furniture,2," $16,516 "
1001420,Harms,P00274042,F,18-25,22,0,Delhi,Central,Automobile,Footwear & Shoes,1," $16,512 "
1005097,Krohn,P00315742,F,55+,76,0,Gujarat,Western,Retail,Furniture,1," $16,512 "
1003129,Palak,P00340942,F,26-35,26,1,Maharashtra,Western,Healthcare,Footwear & Shoes,4," $16,511 "
1004904,Priyanshu,P00131742,M,51-55,54,1,Jharkhand,Eastern,Banking,Footwear & Shoes,3," $16,510 "
1001693,Shreyoshe,P00217942,F,26-35,33,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3," $16,510 "
1001017,Farhat,P00303042,M,36-45,37,0,Karnataka,Southern,Aviation,Footwear & Shoes,3," $16,509 "
1002208,Ashmi,P00057942,F,26-35,33,1,Madhya Pradesh,Central,Govt,Furniture,4," $16,509 "
1001599,Akshata,P00265242,F,26-35,35,0,Delhi,Central,Food Processing,Footwear & Shoes,1," $16,506 "
1002753,Mathis,P00176542,M,51-55,52,1,Uttar Pradesh,Central,Chemical,Footwear & Shoes,3," $16,501 "
1002389,Aayush,P00184942,F,26-35,27,0,Uttar Pradesh,Central,IT Sector,Games & Toys,1," $16,499 "
1004520,Anderson,P00036742,F,26-35,32,1,Karnataka,Southern,IT Sector,Footwear & Shoes,1," $16,496 "
1001671,Manish,P00054242,F,36-45,45,0,Karnataka,Southern,Textile,Games & Toys,3," $16,494 "
1000161,Chloris,P00178642,F,46-50,49,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3," $16,491 "
1002581,Patterson,P00123742,F,26-35,26,1,Karnataka,Southern,Govt,Footwear & Shoes,1," $16,490 "
1005165,Becky,P00085942,F,36-45,37,0,Madhya Pradesh,Central,Hospitality,Footwear & Shoes,2," $16,490 "
1000872,Braun,P00221042,F,51-55,55,1,Maharashtra,Western,Chemical,Footwear & Shoes,1," $16,489 "
1005120,Jesslyn,P00147942,F,51-55,53,1,Delhi,Central,Textile,Footwear & Shoes,3," $16,488 "
1001983,Atul,P00128142,F,26-35,31,1,Maharashtra,Western,Chemical,Games & Toys,2," $16,486 "
1000212,Schoenberger,P00046142,F,26-35,27,0,Kerala,Southern,Hospitality,Furniture,4," $16,484 "
1004206,Campbell,P00044142,M,36-45,45,1,Madhya Pradesh,Central,Hospitality,Furniture,2," $16,484 "
1005880,Zettner,P00207942,F,26-35,34,1,Uttar Pradesh,Central,Media,Games & Toys,2," $16,484 "
1000566,Divyansh,P00125842,F,26-35,30,0,Bihar,Eastern,Banking,Games & Toys,1," $16,480 "
